SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
lightguide200stretch,72-Stretch,71.400,105.017,7.015,-0.986
lightguide200stretch,72-Hold,71.500,105.032,7.03,-1.042
lightguide200stretch,72-Hold,71.700,105.032,7.03,-1.042
lightguide200stretch,72-Hold,71.900,105.032,7.03,-1.042
lightguide200stretch,73-Stretch,72.000,105.035,7.033,-0.986
lightguide200stretch,73-Stretch,72.200,105.075,7.073,-0.986
lightguide200stretch,73-Stretch,72.400,105.114,7.112,-1.042
lightguide200stretch,73-Hold,72.500,105.13,7.128,-0.986
lightguide200stretch,73-Hold,72.700,105.13,7.128,-1.042
lightguide200stretch,73-Hold,72.900,105.13,7.128,-0.986
lightguide200stretch,74-Stretch,73.000,105.133,7.131,-1.042
lightguide200stretch,74-Stretch,73.200,105.172,7.17,-0.986
lightguide200stretch,74-Stretch,73.400,105.212,7.21,-0.986
lightguide200stretch,74-Hold,73.500,105.228,7.226,-0.986
lightguide200stretch,74-Hold,73.700,105.228,7.226,-0.986
lightguide200stretch,74-Hold,73.900,105.228,7.226,-1.042
lightguide200stretch,75-Stretch,74.000,105.23,7.228,-0.875
lightguide200stretch,75-Stretch,74.200,105.27,7.268,-1.042
lightguide200stretch,75-Stretch,74.400,105.31,7.308,-0.986
lightguide200stretch,75-Hold,74.500,105.325,7.323,-1.042
lightguide200stretch,75-Hold,74.700,105.325,7.323,-0.986
lightguide200stretch,75-Hold,74.900,105.325,7.323,-0.986
lightguide200stretch,76-Stretch,75.000,105.328,7.326,-0.986
lightguide200stretch,76-Stretch,75.200,105.368,7.366,-0.986
lightguide200stretch,76-Stretch,75.400,105.407,7.405,-1.042
lightguide200stretch,76-Hold,75.500,105.423,7.421,-0.931
lightguide200stretch,76-Hold,75.700,105.423,7.421,-1.042
lightguide200stretch,76-Hold,75.900,105.423,7.421,-0.986
lightguide200stretch,77-Stretch,76.000,105.426,7.424,-1.042
lightguide200stretch,77-Stretch,76.200,105.465,7.463,-0.986
lightguide200stretch,77-Stretch,76.400,105.505,7.503,-0.931
lightguide200stretch,77-Hold,76.500,105.521,7.519,-0.986
lightguide200stretch,77-Hold,76.700,105.521,7.519,-0.986
lightguide200stretch,77-Hold,76.900,105.521,7.519,-1.042
lightguide200stretch,78-Stretch,77.000,105.523,7.521,-0.931
lightguide200stretch,78-Stretch,77.200,105.563,7.561,-1.042
lightguide200stretch,78-Stretch,77.400,105.603,7.601,-0.931
lightguide200stretch,78-Hold,77.500,105.618,7.616,-0.986
lightguide200stretch,78-Hold,77.700,105.618,7.616,-0.986
lightguide200stretch,78-Hold,77.900,105.618,7.616,-1.042
lightguide200stretch,79-Stretch,78.000,105.621,7.619,-0.931
lightguide200stretch,79-Stretch,78.200,105.661,7.659,-0.986
lightguide200stretch,79-Stretch,78.400,105.7,7.698,-0.986
lightguide200stretch,79-Hold,78.500,105.716,7.714,-0.986
lightguide200stretch,79-Hold,78.700,105.716,7.714,-0.986
lightguide200stretch,79-Hold,78.900,105.716,7.714,-0.931
lightguide200stretch,80-Stretch,79.000,105.719,7.717,-0.986
lightguide200stretch,80-Stretch,79.200,105.758,7.756,-0.986
lightguide200stretch,80-Stretch,79.400,105.798,7.796,-0.986
lightguide200stretch,80-Hold,79.500,105.814,7.812,-0.931
lightguide200stretch,80-Hold,79.700,105.814,7.812,-0.986
lightguide200stretch,80-Hold,79.900,105.814,7.812,-0.986
lightguide200stretch,81-Stretch,80.000,105.816,7.814,-0.875
lightguide200stretch,81-Stretch,80.200,105.856,7.854,-0.986
lightguide200stretch,81-Stretch,80.400,105.896,7.894,-0.875
lightguide200stretch,81-Hold,80.500,105.912,7.91,-0.931
lightguide200stretch,81-Hold,80.700,105.912,7.91,-0.931
lightguide200stretch,81-Hold,80.900,105.912,7.91,-0.986
lightguide200stretch,82-Stretch,81.000,105.914,7.912,-0.875
lightguide200stretch,82-Stretch,81.200,105.954,7.952,-0.986
lightguide200stretch,82-Stretch,81.400,105.993,7.991,-0.986
lightguide200stretch,82-Hold,81.500,106.009,8.007,-0.986
lightguide200stretch,82-Hold,81.700,106.009,8.007,-0.986
lightguide200stretch,82-Hold,81.900,106.009,8.007,-0.931
lightguide200stretch,83-Stretch,82.000,106.012,8.01,-0.931
lightguide200stretch,83-Stretch,82.200,106.051,8.049,-0.931
lightguide200stretch,83-Stretch,82.400,106.091,8.089,-0.986
lightguide200stretch,83-Hold,82.500,106.107,8.105,-0.875
lightguide200stretch,83-Hold,82.700,106.107,8.105,-0.931
lightguide200stretch,83-Hold,82.900,106.107,8.105,-0.986
lightguide200stretch,84-Stretch,83.000,106.11,8.108,-0.986
lightguide200stretch,84-Stretch,83.200,106.149,8.147,-0.931
lightguide200stretch,84-Stretch,83.400,106.189,8.187,-0.931
lightguide200stretch,84-Hold,83.500,106.205,8.203,-0.931
lightguide200stretch,84-Hold,83.700,106.205,8.203,-0.875
lightguide200stretch,84-Hold,83.900,106.205,8.203,-0.931
lightguide200stretch,85-Stretch,84.000,106.207,8.205,-0.875
lightguide200stretch,85-Stretch,84.200,106.247,8.245,-0.931
lightguide200stretch,85-Stretch,84.400,106.286,8.284,-0.931
lightguide200stretch,85-Hold,84.500,106.302,8.3,-0.931
lightguide200stretch,85-Hold,84.700,106.302,8.3,-0.931
lightguide200stretch,85-Hold,84.900,106.302,8.3,-0.875
lightguide200stretch,86-Stretch,85.000,106.305,8.303,-0.875
lightguide200stretch,86-Stretch,85.200,106.344,8.342,-0.875
lightguide200stretch,86-Stretch,85.400,106.384,8.382,-0.931
lightguide200stretch,86-Hold,85.500,106.4,8.398,-0.875
lightguide200stretch,86-Hold,85.700,106.4,8.398,-0.931
lightguide200stretch,86-Hold,85.900,106.4,8.398,-0.875
lightguide200stretch,87-Stretch,86.000,106.403,8.401,-0.875
lightguide200stretch,87-Stretch,86.200,106.442,8.44,-0.875
lightguide200stretch,87-Stretch,86.400,106.482,8.48,-0.875
lightguide200stretch,87-Hold,86.500,106.498,8.496,-0.875
lightguide200stretch,87-Hold,86.700,106.498,8.496,-0.875
lightguide200stretch,87-Hold,86.900,106.498,8.496,-0.931
lightguide200stretch,88-Stretch,87.000,106.5,8.498,-0.819
lightguide200stretch,88-Stretch,87.200,106.54,8.538,-0.931
lightguide200stretch,88-Stretch,87.400,106.579,8.577,-0.819
lightguide200stretch,88-Hold,87.500,106.595,8.593,-0.875
lightguide200stretch,88-Hold,87.700,106.595,8.593,-0.819
lightguide200stretch,88-Hold,87.900,106.595,8.593,-0.875
lightguide200stretch,89-Stretch,88.000,106.598,8.596,-0.819
lightguide200stretch,89-Stretch,88.200,106.638,8.636,-0.819
lightguide200stretch,89-Stretch,88.400,106.677,8.675,-0.875
lightguide200stretch,89-Hold,88.500,106.693,8.691,-0.819
lightguide200stretch,89-Hold,88.700,106.693,8.691,-0.931
lightguide200stretch,89-Hold,88.900,106.693,8.691,-0.875
lightguide200stretch,90-Stretch,89.000,106.696,8.694,-0.875
lightguide200stretch,90-Stretch,89.200,106.735,8.733,-0.875
lightguide200stretch,90-Stretch,89.400,106.775,8.773,-0.875
lightguide200stretch,90-Hold,89.500,106.791,8.789,-0.819
lightguide200stretch,90-Hold,89.700,106.791,8.789,-0.875
lightguide200stretch,90-Hold,89.900,106.791,8.789,-0.875
lightguide200stretch,91-Stretch,90.000,106.793,8.791,-0.819
lightguide200stretch,91-Stretch,90.200,106.833,8.831,-0.875
lightguide200stretch,91-Stretch,90.400,106.872,8.87,-0.819
lightguide200stretch,91-Hold,90.500,106.888,8.886,-0.875
lightguide200stretch,91-Hold,90.700,106.888,8.886,-0.819
lightguide200stretch,91-Hold,90.900,106.888,8.886,-0.819
lightguide200stretch,92-Stretch,91.000,106.891,8.889,-0.819
lightguide200stretch,92-Stretch,91.200,106.931,8.929,-0.819
lightguide200stretch,92-Stretch,91.400,106.97,8.968,-0.875
lightguide200stretch,92-Hold,91.500,106.986,8.984,-0.819
lightguide200stretch,92-Hold,91.700,106.986,8.984,-0.875
lightguide200stretch,92-Hold,91.900,106.986,8.984,-0.819
lightguide200stretch,93-Stretch,92.000,106.989,8.987,-0.819
lightguide200stretch,93-Stretch,92.200,107.028,9.026,-0.819
lightguide200stretch,93-Stretch,92.400,107.068,9.066,-0.819
lightguide200stretch,93-Hold,92.500,107.084,9.082,-0.819
lightguide200stretch,93-Hold,92.700,107.084,9.082,-0.875
lightguide200stretch,93-Hold,92.900,107.084,9.082,-0.875
lightguide200stretch,94-Stretch,93.000,107.086,9.084,-0.764
lightguide200stretch,94-Stretch,93.200,107.126,9.124,-0.819
lightguide200stretch,94-Stretch,93.400,107.166,9.164,-0.764
lightguide200stretch,94-Hold,93.500,107.181,9.179,-0.875
lightguide200stretch,94-Hold,93.700,107.181,9.179,-0.819
lightguide200stretch,94-Hold,93.900,107.181,9.179,-0.875
lightguide200stretch,95-Stretch,94.000,107.184,9.182,-0.764
lightguide200stretch,95-Stretch,94.200,107.224,9.222,-0.819
lightguide200stretch,95-Stretch,94.400,107.263,9.261,-0.819
lightguide200stretch,95-Hold,94.500,107.279,9.277,-0.819
lightguide200stretch,95-Hold,94.700,107.279,9.277,-0.819
lightguide200stretch,95-Hold,94.900,107.279,9.277,-0.819
lightguide200stretch,96-Stretch,95.000,107.282,9.28,-0.819
lightguide200stretch,96-Stretch,95.200,107.321,9.319,-0.819
lightguide200stretch,96-Stretch,95.400,107.361,9.359,-0.819
lightguide200stretch,96-Hold,95.500,107.377,9.375,-0.764
lightguide200stretch,96-Hold,95.700,107.377,9.375,-0.819
lightguide200stretch,96-Hold,95.900,107.377,9.375,-0.819
lightguide200stretch,97-Stretch,96.000,107.379,9.377,-0.819
lightguide200stretch,97-Stretch,96.200,107.419,9.417,-0.819
lightguide200stretch,97-Stretch,96.400,107.459,9.457,-0.764
lightguide200stretch,97-Hold,96.500,107.474,9.472,-0.819
lightguide200stretch,97-Hold,96.700,107.474,9.472,-0.764
lightguide200stretch,97-Hold,96.900,107.474,9.472,-0.819
lightguide200stretch,98-Stretch,97.000,107.477,9.475,-0.708
lightguide200stretch,98-Stretch,97.200,107.517,9.515,-0.819
lightguide200stretch,98-Stretch,97.400,107.556,9.554,-0.819
lightguide200stretch,98-Hold,97.500,107.572,9.57,-0.819
lightguide200stretch,98-Hold,97.700,107.572,9.57,-0.819
lightguide200stretch,98-Hold,97.900,107.572,9.57,-0.764
lightguide200stretch,99-Stretch,98.000,107.575,9.573,-0.764
lightguide200stretch,99-Stretch,98.200,107.614,9.612,-0.764
lightguide200stretch,99-Stretch,98.400,107.654,9.652,-0.819
lightguide200stretch,99-Hold,98.500,107.67,9.668,-0.708
lightguide200stretch,99-Hold,98.700,107.67,9.668,-0.819
lightguide200stretch,99-Hold,98.900,107.67,9.668,-0.819
lightguide200stretch,100-Stretch,99.000,107.672,9.67,-0.764
lightguide200stretch,100-Stretch,99.200,107.712,9.71,-0.764
lightguide200stretch,100-Stretch,99.400,107.752,9.75,-0.764
lightguide200stretch,100-Hold,99.500,107.767,9.765,-0.764
lightguide200stretch,100-Hold,99.700,107.767,9.765,-0.764
lightguide200stretch,100-Hold,99.900,107.767,9.765,-0.819
lightguide200stretch,101-Stretch,100.000,107.77,9.768,-0.708
lightguide200stretch,101-Stretch,100.200,107.81,9.808,-0.819
lightguide200stretch,101-Stretch,100.400,107.849,9.847,-0.708
lightguide200stretch,101-Hold,100.500,107.865,9.863,-0.819
lightguide200stretch,101-Hold,100.700,107.865,9.863,-0.764
lightguide200stretch,101-Hold,100.900,107.865,9.863,-0.764
lightguide200stretch,102-Stretch,101.000,107.868,9.866,-0.708
lightguide200stretch,102-Stretch,101.200,107.907,9.905,-0.708
lightguide200stretch,102-Stretch,101.400,107.947,9.945,-0.764
lightguide200stretch,102-Hold,101.500,107.963,9.961,-0.708
lightguide200stretch,102-Hold,101.700,107.963,9.961,-0.764
lightguide200stretch,102-Hold,101.900,107.963,9.961,-0.764
lightguide200stretch,103-Stretch,102.000,107.965,9.963,-0.764
lightguide200stretch,103-Stretch,102.200,108.005,10.003,-0.708
lightguide200stretch,103-Stretch,102.400,108.045,10.043,-0.708
lightguide200stretch,103-Hold,102.500,108.06,10.058,-0.708
lightguide200stretch,103-Hold,102.700,108.06,10.058,-0.708
lightguide200stretch,103-Hold,102.900,108.06,10.058,-0.764
lightguide200stretch,104-Stretch,103.000,108.063,10.061,-0.708
lightguide200stretch,104-Stretch,103.200,108.103,10.101,-0.764
lightguide200stretch,104-Stretch,103.400,108.142,10.14,-0.708
lightguide200stretch,104-Hold,103.500,108.158,10.156,-0.764
lightguide200stretch,104-Hold,103.700,108.158,10.156,-0.708
lightguide200stretch,104-Hold,103.900,108.158,10.156,-0.708
lightguide200stretch,105-Stretch,104.000,108.161,10.159,-0.708
lightguide200stretch,105-Stretch,104.200,108.2,10.198,-0.708
lightguide200stretch,105-Stretch,104.400,108.24,10.238,-0.764
lightguide200stretch,105-Hold,104.500,108.256,10.254,-0.708
lightguide200stretch,105-Hold,104.700,108.256,10.254,-0.764
lightguide200stretch,105-Hold,104.900,108.256,10.254,-0.708
lightguide200stretch,106-Stretch,105.000,108.258,10.256,-0.708
lightguide200stretch,106-Stretch,105.200,108.298,10.296,-0.708
lightguide200stretch,106-Stretch,105.400,108.338,10.336,-0.708
lightguide200stretch,106-Hold,105.500,108.354,10.352,-0.708
lightguide200stretch,106-Hold,105.700,108.354,10.352,-0.708
lightguide200stretch,106-Hold,105.900,108.354,10.352,-0.764
lightguide200stretch,107-Stretch,106.000,108.356,10.354,-0.597
lightguide200stretch,107-Stretch,106.200,108.396,10.394,-0.764
lightguide200stretch,107-Stretch,106.400,108.435,10.433,-0.708
lightguide200stretch,107-Hold,106.500,108.451,10.449,-0.708
lightguide200stretch,107-Hold,106.700,108.451,10.449,-0.708
lightguide200stretch,107-Hold,106.900,108.451,10.449,-0.708
lightguide200stretch,108-Stretch,107.000,108.454,10.452,-0.652
lightguide200stretch,108-Stretch,107.200,108.493,10.491,-0.708
lightguide200stretch,108-Stretch,107.400,108.533,10.531,-0.764
lightguide200stretch,108-Hold,107.500,108.549,10.547,-0.708
lightguide200stretch,108-Hold,107.700,108.549,10.547,-0.708
lightguide200stretch,108-Hold,107.900,108.549,10.547,-0.652
lightguide200stretch,109-Stretch,108.000,108.552,10.55,-0.708
lightguide200stretch,109-Stretch,108.200,108.591,10.589,-0.708
lightguide200stretch,109-Stretch,108.400,108.631,10.629,-0.708
lightguide200stretch,109-Hold,108.500,108.647,10.645,-0.652
lightguide200stretch,109-Hold,108.700,108.647,10.645,-0.708
lightguide200stretch,109-Hold,108.900,108.647,10.645,-0.708
lightguide200stretch,110-Stretch,109.000,108.649,10.647,-0.652
lightguide200stretch,110-Stretch,109.200,108.689,10.687,-0.708
lightguide200stretch,110-Stretch,109.400,108.728,10.726,-0.652
lightguide200stretch,110-Hold,109.500,108.744,10.742,-0.708
lightguide200stretch,110-Hold,109.700,108.744,10.742,-0.708
lightguide200stretch,110-Hold,109.900,108.744,10.742,-0.708
lightguide200stretch,111-Stretch,110.000,108.747,10.745,-0.597
lightguide200stretch,111-Stretch,110.200,108.786,10.784,-0.708
lightguide200stretch,111-Stretch,110.400,108.826,10.824,-0.708
lightguide200stretch,111-Hold,110.500,108.842,10.84,-0.708
lightguide200stretch,111-Hold,110.700,108.842,10.84,-0.708
lightguide200stretch,111-Hold,110.900,108.842,10.84,-0.652
lightguide200stretch,112-Stretch,111.000,108.845,10.843,-0.652
lightguide200stretch,112-Stretch,111.200,108.884,10.882,-0.652
lightguide200stretch,112-Stretch,111.400,108.924,10.922,-0.708
lightguide200stretch,112-Hold,111.500,108.94,10.938,-0.597
lightguide200stretch,112-Hold,111.700,108.94,10.938,-0.708
lightguide200stretch,112-Hold,111.900,108.94,10.938,-0.708
lightguide200stretch,113-Stretch,112.000,108.942,10.94,-0.652
lightguide200stretch,113-Stretch,112.200,108.982,10.98,-0.708
lightguide200stretch,113-Stretch,112.400,109.021,11.019,-0.652
lightguide200stretch,113-Hold,112.500,109.037,11.035,-0.652
lightguide200stretch,113-Hold,112.700,109.037,11.035,-0.652
lightguide200stretch,113-Hold,112.900,109.037,11.035,-0.708
lightguide200stretch,114-Stretch,113.000,109.04,11.038,-0.597
lightguide200stretch,114-Stretch,113.200,109.08,11.078,-0.708
lightguide200stretch,114-Stretch,113.400,109.119,11.117,-0.652
lightguide200stretch,114-Hold,113.500,109.135,11.133,-0.652
lightguide200stretch,114-Hold,113.700,109.135,11.133,-0.652
lightguide200stretch,114-Hold,113.900,109.135,11.133,-0.652
lightguide200stretch,115-Stretch,114.000,109.138,11.136,-0.652
lightguide200stretch,115-Stretch,114.200,109.177,11.175,-0.597
lightguide200stretch,115-Stretch,114.400,109.217,11.215,-0.652
lightguide200stretch,115-Hold,114.500,109.233,11.231,-0.597
lightguide200stretch,115-Hold,114.700,109.233,11.231,-0.652
lightguide200stretch,115-Hold,114.900,109.233,11.231,-0.652
lightguide200stretch,116-Stretch,115.000,109.235,11.233,-0.708
lightguide200stretch,116-Stretch,115.200,109.275,11.273,-0.652
lightguide200stretch,116-Stretch,115.400,109.314,11.312,-0.597
lightguide200stretch,116-Hold,115.500,109.33,11.328,-0.597
lightguide200stretch,116-Hold,115.700,109.33,11.328,-0.597
lightguide200stretch,116-Hold,115.900,109.33,11.328,-0.652
lightguide200stretch,117-Stretch,116.000,109.333,11.331,-0.597
lightguide200stretch,117-Stretch,116.200,109.373,11.371,-0.652
lightguide200stretch,117-Stretch,116.400,109.412,11.41,-0.597
lightguide200stretch,117-Hold,116.500,109.428,11.426,-0.652
lightguide200stretch,117-Hold,116.700,109.428,11.426,-0.597
lightguide200stretch,117-Hold,116.900,109.428,11.426,-0.597
lightguide200stretch,118-Stretch,117.000,109.431,11.429,-0.541
lightguide200stretch,118-Stretch,117.200,109.47,11.468,-0.597
lightguide200stretch,118-Stretch,117.400,109.51,11.508,-0.652
lightguide200stretch,118-Hold,117.500,109.526,11.524,-0.597
lightguide200stretch,118-Hold,117.700,109.526,11.524,-0.652
lightguide200stretch,118-Hold,117.900,109.526,11.524,-0.597
lightguide200stretch,119-Stretch,118.000,109.528,11.526,-0.597
lightguide200stretch,119-Stretch,118.200,109.568,11.566,-0.597
lightguide200stretch,119-Stretch,118.400,109.608,11.606,-0.597
lightguide200stretch,119-Hold,118.500,109.623,11.621,-0.597
lightguide200stretch,119-Hold,118.700,109.623,11.621,-0.597
lightguide200stretch,119-Hold,118.900,109.623,11.621,-0.652
lightguide200stretch,120-Stretch,119.000,109.626,11.624,-0.485
lightguide200stretch,120-Stretch,119.200,109.666,11.664,-0.652
lightguide200stretch,120-Stretch,119.400,109.705,11.703,-0.541
lightguide200stretch,120-Hold,119.500,109.721,11.719,-0.652
lightguide200stretch,120-Hold,119.700,109.721,11.719,-0.597
lightguide200stretch,120-Hold,119.900,109.721,11.719,-0.597
lightguide200stretch,121-Stretch,120.000,109.724,11.722,-0.541
lightguide200stretch,121-Stretch,120.200,109.763,11.761,-0.597
lightguide200stretch,121-Stretch,120.400,109.803,11.801,-0.597
lightguide200stretch,121-Hold,120.500,109.819,11.817,-0.541
lightguide200stretch,121-Hold,120.700,109.819,11.817,-0.652
lightguide200stretch,121-Hold,120.900,109.819,11.817,-0.597
lightguide200stretch,122-Stretch,121.000,109.821,11.819,-0.597
lightguide200stretch,122-Stretch,121.200,109.861,11.859,-0.597
lightguide200stretch,122-Stretch,121.400,109.901,11.899,-0.541
lightguide200stretch,122-Hold,121.500,109.916,11.914,-0.541
lightguide200stretch,122-Hold,121.700,109.916,11.914,-0.541
lightguide200stretch,122-Hold,121.900,109.916,11.914,-0.652
lightguide200stretch,123-Stretch,122.000,109.919,11.917,-0.541
lightguide200stretch,123-Stretch,122.200,109.959,11.957,-0.597
lightguide200stretch,123-Stretch,122.400,109.998,11.996,-0.541
lightguide200stretch,123-Hold,122.500,110.014,12.012,-0.597
lightguide200stretch,123-Hold,122.700,110.014,12.012,-0.541
lightguide200stretch,123-Hold,122.900,110.014,12.012,-0.597
lightguide200stretch,124-Stretch,123.000,110.017,12.015,-0.541
lightguide200stretch,124-Stretch,123.200,110.056,12.054,-0.597
lightguide200stretch,124-Stretch,123.400,110.096,12.094,-0.597
lightguide200stretch,124-Hold,123.500,110.112,12.11,-0.597
lightguide200stretch,124-Hold,123.700,110.112,12.11,-0.597
lightguide200stretch,124-Hold,123.900,110.112,12.11,-0.541
lightguide200stretch,125-Stretch,124.000,110.114,12.112,-0.597
lightguide200stretch,125-Stretch,124.200,110.154,12.152,-0.541
lightguide200stretch,125-Stretch,124.400,110.194,12.192,-0.597
lightguide200stretch,125-Hold,124.500,110.209,12.207,-0.541
lightguide200stretch,125-Hold,124.700,110.209,12.207,-0.597
lightguide200stretch,125-Hold,124.900,110.209,12.207,-0.597
lightguide200stretch,126-Stretch,125.000,110.212,12.21,-0.485
lightguide200stretch,126-Stretch,125.200,110.252,12.25,-0.597
lightguide200stretch,126-Stretch,125.400,110.291,12.289,-0.541
lightguide200stretch,126-Hold,125.500,110.307,12.305,-0.597
lightguide200stretch,126-Hold,125.700,110.307,12.305,-0.541
lightguide200stretch,126-Hold,125.900,110.307,12.305,-0.597
lightguide200stretch,127-Stretch,126.000,110.31,12.308,-0.485
lightguide200stretch,127-Stretch,126.200,110.349,12.347,-0.597
lightguide200stretch,127-Stretch,126.400,110.389,12.387,-0.541
lightguide200stretch,127-Hold,126.500,110.405,12.403,-0.541
lightguide200stretch,127-Hold,126.700,110.405,12.403,-0.597
lightguide200stretch,127-Hold,126.900,110.405,12.403,-0.541
lightguide200stretch,128-Stretch,127.000,110.407,12.405,-0.541
lightguide200stretch,128-Stretch,127.200,110.447,12.445,-0.485
lightguide200stretch,128-Stretch,127.400,110.487,12.485,-0.541
lightguide200stretch,128-Hold,127.500,110.502,12.5,-0.485
lightguide200stretch,128-Hold,127.700,110.502,12.5,-0.541
lightguide200stretch,128-Hold,127.900,110.502,12.5,-0.597
lightguide200stretch,129-Stretch,128.000,110.505,12.503,-0.541
lightguide200stretch,129-Stretch,128.200,110.545,12.543,-0.541
lightguide200stretch,129-Stretch,128.400,110.584,12.582,-0.485
lightguide200stretch,129-Hold,128.500,110.6,12.598,-0.541
lightguide200stretch,129-Hold,128.700,110.6,12.598,-0.485
lightguide200stretch,129-Hold,128.900,110.6,12.598,-0.541
lightguide200stretch,130-Stretch,129.000,110.603,12.601,-0.485
lightguide200stretch,130-Stretch,129.200,110.642,12.64,-0.541
lightguide200stretch,130-Stretch,129.400,110.682,12.68,-0.541
lightguide200stretch,130-Hold,129.500,110.698,12.696,-0.541
lightguide200stretch,130-Hold,129.700,110.698,12.696,-0.541
lightguide200stretch,130-Hold,129.900,110.698,12.696,-0.485
lightguide200stretch,131-Stretch,130.000,110.7,12.698,-0.430
lightguide200stretch,131-Stretch,130.200,110.74,12.738,-0.485
lightguide200stretch,131-Stretch,130.400,110.78,12.778,-0.541
lightguide200stretch,131-Hold,130.500,110.796,12.794,-0.485
lightguide200stretch,131-Hold,130.700,110.796,12.794,-0.541
lightguide200stretch,131-Hold,130.900,110.796,12.794,-0.485
lightguide200stretch,132-Stretch,131.000,110.798,12.796,-0.485
lightguide200stretch,132-Stretch,131.200,110.838,12.836,-0.485
lightguide200stretch,132-Stretch,131.400,110.877,12.875,-0.485
lightguide200stretch,132-Hold,131.500,110.893,12.891,-0.485
lightguide200stretch,132-Hold,131.700,110.893,12.891,-0.485
lightguide200stretch,132-Hold,131.900,110.893,12.891,-0.541
lightguide200stretch,133-Stretch,132.000,110.896,12.894,-0.430
lightguide200stretch,133-Stretch,132.200,110.935,12.933,-0.541
lightguide200stretch,133-Stretch,132.400,110.975,12.973,-0.485
lightguide200stretch,133-Hold,132.500,110.991,12.989,-0.541
lightguide200stretch,133-Hold,132.700,110.991,12.989,-0.485
lightguide200stretch,133-Hold,132.900,110.991,12.989,-0.485
lightguide200stretch,134-Stretch,133.000,110.994,12.992,-0.430
lightguide200stretch,134-Stretch,133.200,111.033,13.031,-0.430
lightguide200stretch,134-Stretch,133.400,111.073,13.071,-0.485
lightguide200stretch,134-Hold,133.500,111.089,13.087,-0.485
lightguide200stretch,134-Hold,133.700,111.089,13.087,-0.541
lightguide200stretch,134-Hold,133.900,111.089,13.087,-0.485
lightguide200stretch,135-Stretch,134.000,111.091,13.089,-0.485
lightguide200stretch,135-Stretch,134.200,111.131,13.129,-0.485
lightguide200stretch,135-Stretch,134.400,111.17,13.168,-0.485
lightguide200stretch,135-Hold,134.500,111.186,13.184,-0.485
lightguide200stretch,135-Hold,134.700,111.186,13.184,-0.485
lightguide200stretch,135-Hold,134.900,111.186,13.184,-0.485
lightguide200stretch,136-Stretch,135.000,111.189,13.187,-0.430
lightguide200stretch,136-Stretch,135.200,111.228,13.226,-0.485
lightguide200stretch,136-Stretch,135.400,111.268,13.266,-0.430
lightguide200stretch,136-Hold,135.500,111.284,13.282,-0.485
lightguide200stretch,136-Hold,135.700,111.284,13.282,-0.485
lightguide200stretch,136-Hold,135.900,111.284,13.282,-0.485
lightguide200stretch,137-Stretch,136.000,111.287,13.285,-0.430
lightguide200stretch,137-Stretch,136.200,111.326,13.324,-0.430
lightguide200stretch,137-Stretch,136.400,111.366,13.364,-0.485
lightguide200stretch,137-Hold,136.500,111.382,13.38,-0.430
lightguide200stretch,137-Hold,136.700,111.382,13.38,-0.485
lightguide200stretch,137-Hold,136.900,111.382,13.38,-0.430
lightguide200stretch,138-Stretch,137.000,111.384,13.382,-0.430
lightguide200stretch,138-Stretch,137.200,111.424,13.422,-0.430
lightguide200stretch,138-Stretch,137.400,111.463,13.461,-0.430
lightguide200stretch,138-Hold,137.500,111.479,13.477,-0.430
lightguide200stretch,138-Hold,137.700,111.479,13.477,-0.485
lightguide200stretch,138-Hold,137.900,111.479,13.477,-0.485
lightguide200stretch,139-Stretch,138.000,111.482,13.48,-0.374
lightguide200stretch,139-Stretch,138.200,111.522,13.52,-0.485
lightguide200stretch,139-Stretch,138.400,111.561,13.559,-0.430
lightguide200stretch,139-Hold,138.500,111.577,13.575,-0.430
lightguide200stretch,139-Hold,138.700,111.577,13.575,-0.430
lightguide200stretch,139-Hold,138.900,111.577,13.575,-0.485
lightguide200stretch,140-Stretch,139.000,111.58,13.578,-0.430
lightguide200stretch,140-Stretch,139.200,111.619,13.617,-0.485
lightguide200stretch,140-Stretch,139.400,111.659,13.657,-0.485
lightguide200stretch,140-Hold,139.500,111.675,13.673,-0.430
lightguide200stretch,140-Hold,139.700,111.675,13.673,-0.485
lightguide200stretch,140-Hold,139.900,111.675,13.673,-0.430
lightguide200stretch,141-Stretch,140.000,111.677,13.675,-0.430
lightguide200stretch,141-Stretch,140.200,111.717,13.715,-0.374
lightguide200stretch,141-Stretch,140.400,111.756,13.754,-0.485
lightguide200stretch,141-Hold,140.500,111.772,13.77,-0.430
lightguide200stretch,141-Hold,140.700,111.772,13.77,-0.485
lightguide200stretch,141-Hold,140.900,111.772,13.77,-0.485
lightguide200stretch,142-Stretch,141.000,111.775,13.773,-0.430
lightguide200stretch,142-Stretch,141.200,111.815,13.813,-0.485
lightguide200stretch,142-Stretch,141.400,111.854,13.852,-0.374
lightguide200stretch,142-Hold,141.500,111.87,13.868,-0.430
lightguide200stretch,142-Hold,141.700,111.87,13.868,-0.430
lightguide200stretch,142-Hold,141.900,111.87,13.868,-0.485
lightguide200stretch,143-Stretch,142.000,111.873,13.871,-0.318
lightguide200stretch,143-Stretch,142.200,111.912,13.91,-0.430
lightguide200stretch,143-Stretch,142.400,111.952,13.95,-0.430
lightguide200stretch,143-Hold,142.500,111.968,13.966,-0.430
lightguide200stretch,143-Hold,142.700,111.968,13.966,-0.430
